투자사명,투자단계
아이비케이기업은행,5
케이비증권,5
케이비증권,5
케이비증권,2
엘지유플러스,5
엘지유플러스,5
우미건설,5
우미건설,3
우미건설,5
한국산업은행,3
한국산업은행,5
유니온투자파트너스,3
유니온투자파트너스,5
에이치지이니셔티브,1
에이치지이니셔티브,2
에이치지이니셔티브,5
옐로우독,5
옐로우독,3
옐로우독,2
캐피탈원,5
캐피탈원,3
교보생명보험,3
교보생명보험,5
제이비인베스트먼트,3
제이비인베스트먼트,3
베이스인베스트먼트,3
베이스인베스트먼트,3
케이비인베스트먼트,3
케이비인베스트먼트,3
아주아이비투자,3
아주아이비투자,3
디에스씨인베스트먼트,3
디에스씨인베스트먼트,3
에이치지이니셔티브,3
에이치지이니셔티브,3
엘비인베스트먼트,3
엘비인베스트먼트,3
에스브이인베스트먼트,3
에스브이인베스트먼트,3
퀀텀벤처스코리아,3
퀀텀벤처스코리아,3
코리아오메가투자금융,3
코리아오메가투자금융,3
현대투자파트너스,3
현대투자파트너스,3
제이비인베스트먼트,2
제이비인베스트먼트,2
제이비인베스트먼트,2
제이비인베스트먼트,2
유니온투자파트너스,2
유니온투자파트너스,2
유니온투자파트너스,2
유니온투자파트너스,2
에이치지이니셔티브,2
에이치지이니셔티브,2
에이치지이니셔티브,2
에이치지이니셔티브,2
제이비인베스트먼트,5
제이비인베스트먼트,3
삼성벤처투자,5
삼성벤처투자,3
라구나인베스트먼트,5
라구나인베스트먼트,5
마젤란기술투자,1
마젤란기술투자,3
마젤란기술투자,5
유티씨인베스트먼트,5
유티씨인베스트먼트,5
포스코기술투자,5
포스코기술투자,5
케이런벤처스,5
케이런벤처스,3
피앤아이인베스트먼트,5
피앤아이인베스트먼트,3
제이비인베스트먼트,2
제이비인베스트먼트,3
매쉬업엔젤스,1
매쉬업엔젤스,3
스프링캠프,1
스프링캠프,3
스프링캠프,3
라이트하우스컴바인인베스트,3
라이트하우스컴바인인베스트,3
쿨리지코너인베스트먼트,2
쿨리지코너인베스트먼트,3
쿨리지코너인베스트먼트,3
캡스톤파트너스,3
캡스톤파트너스,3
동훈인베스트먼트,3
나우아이비캐피탈,3
농협은행,3
제이비인베스트먼트,3
더웰스인베스트먼트,2
삼호그린인베스트먼트,3
제이비인베스트먼트,3
제이비인베스트먼트,3
제이비인베스트먼트,3
제이비인베스트먼트,3
제이비인베스트먼트,3
제이비인베스트먼트,3
제이비인베스트먼트,3
제이비인베스트먼트,3
아이비케이기업은행,3
아이비케이기업은행,3
아이비케이기업은행,3
아이비케이기업은행,3
아이비케이기업은행,3
아이비케이기업은행,3
아이비케이기업은행,3
아이비케이기업은행,3
한국산업은행,3
한국산업은행,3
한국산업은행,3
한국산업은행,3
한국산업은행,3
한국산업은행,3
한국산업은행,3
한국산업은행,3
에이벤처스,3
에이벤처스,3
에이벤처스,3
에이벤처스,3
에이벤처스,3
에이벤처스,3
에이벤처스,3
에이벤처스,3
제이비인베스트먼트,6
제이비인베스트먼트,6
아이비케이기업은행,6
아이비케이기업은행,6
인라이트벤처스,6
인라이트벤처스,6
은행권청년창업재단,6
은행권청년창업재단,3
하나벤처스,6
하나벤처스,6
오픈워터인베스트먼트,6
오픈워터인베스트먼트,6
아주아이비투자,6
아주아이비투자,6
컴퍼니케이파트너스,6
컴퍼니케이파트너스,6
컴퍼니케이파트너스,6
에스비아이인베스트먼트,6
에스비아이인베스트먼트,6
엘비인베스트먼트,3
엘비인베스트먼트,6
엘비인베스트먼트,6
엘비인베스트먼트,6
케이브릿지인베스트먼트,6
케이브릿지인베스트먼트,6
알바트로스인베스트먼트,6
알바트로스인베스트먼트,6
로그인베스트먼트,6
로그인베스트먼트,6
에이지인베스트먼트,3
에이지인베스트먼트,6
제이비인베스트먼트,5
제이비인베스트먼트,5
제이비인베스트먼트,3
아이비케이기업은행,5
아이비케이기업은행,5
마그나인베스트먼트,5
마그나인베스트먼트,5
신용보증기금,5
신용보증기금,3
스톤브릿지벤처스,5
스톤브릿지벤처스,3
스톤브릿지벤처스,5
엘에스케이인베스트먼트,5
엘에스케이인베스트먼트,5
솔리더스인베스트먼트,5
솔리더스인베스트먼트,5
디티앤인베스트먼트,5
디티앤인베스트먼트,5
우리은행,5
우리은행,5
유티씨인베스트먼트,5
유티씨인베스트먼트,3
유티씨인베스트먼트,5
코로프라넥스트,5
코로프라넥스트,5
세종벤처파트너스,5
세종벤처파트너스,5
충북창조경제혁신센터,5
충북창조경제혁신센터,1
제이비인베스트먼트,3
제이비인베스트먼트,3
아이비케이기업은행,3
아이비케이기업은행,3
신용보증기금,3
신용보증기금,2
에스케이증권,3
에스케이증권,3
디티앤인베스트먼트,3
디티앤인베스트먼트,3
세종벤처파트너스,3
세종벤처파트너스,3
제이비인베스트먼트,6
제이비인베스트먼트,5
마그나인베스트먼트,6
마그나인베스트먼트,3
한국벤처투자,3
한국벤처투자,6
라이트하우스컴바인인베스트,6
라이트하우스컴바인인베스트,3
미래에셋벤처투자,6
미래에셋벤처투자,6
에이치비인베스트먼트,6
에이치비인베스트먼트,6
현대기술투자,3
현대기술투자,6
삼호그린인베스트먼트,6
삼호그린인베스트먼트,3
서울투자파트너스,6
서울투자파트너스,3
서울투자파트너스,6
어니스트벤처스,6
어니스트벤처스,3
로그인베스트먼트,5
로그인베스트먼트,6
제이비인베스트먼트,5
제이비인베스트먼트,5
케이비인베스트먼트,5
우신벤처투자,5
우신벤처투자,3
오픈워터인베스트먼트,3
오픈워터인베스트먼트,5
이베스트투자증권,5
이베스트투자증권,5
한국투자증권,3
한국투자증권,5
신한벤처투자,5
제이비인베스트먼트,5
제이비인베스트먼트,5
제이비인베스트먼트,3
아이비케이기업은행,5
아이비케이기업은행,5
한국산업은행,5
한국산업은행,5
유티씨인베스트먼트,5
유티씨인베스트먼트,5
베이스인베스트먼트,3
베이스인베스트먼트,1
포항공과대학교기술지주,3
포항공과대학교기술지주,1
서울대학교기술지주,3
서울대학교기술지주,2
서울대학교기술지주,3
인라이트벤처스,3
인라이트벤처스,2
인라이트벤처스,3
비엔케이벤처투자,3
비엔케이벤처투자,3
디에스씨인베스트먼트,3
디에스씨인베스트먼트,3
캡스톤파트너스,3
캡스톤파트너스,3
쿼드벤처스,3
쿼드벤처스,3
이수창업투자,3
이수창업투자,2
베이스인베스트먼트,3
베이스인베스트먼트,1
소프트뱅크벤처스,3
소프트뱅크벤처스,1
에이티넘인베스트먼트,3
에이티넘인베스트먼트,3
와이컴비네이터,3
와이컴비네이터,1
베이스인베스트먼트,2
베이스인베스트먼트,2
패스트벤처스,2
스프링캠프,1
스프링캠프,2
베이스인베스트먼트,1
베이스인베스트먼트,2
패스트벤처스,1
패스트벤처스,1
패스트벤처스,2
은행권청년창업재단,2
은행권청년창업재단,2
크릿벤처스,2
크릿벤처스,2
라구나인베스트먼트,2
라구나인베스트먼트,2
캡스톤파트너스,2
캡스톤파트너스,2
베이스인베스트먼트,1
베이스인베스트먼트,3
케이비인베스트먼트,3
케이비인베스트먼트,2
스프링캠프,1
스프링캠프,3
스프링캠프,3
코리아에셋투자증권,2
코리아에셋투자증권,3
코리아에셋투자증권,3
베이스인베스트먼트,1
베이스인베스트먼트,3
베이스인베스트먼트,3
스톤브릿지벤처스,3
스톤브릿지벤처스,3
베이스인베스트먼트,3
베이스인베스트먼트,3
코오롱인베스트먼트,3
코오롱인베스트먼트,3
빅뱅엔젤스,1
빅뱅엔젤스,3
빅뱅엔젤스,3
베이스인베스트먼트,2
베이스인베스트먼트,3
한국투자파트너스,3
한국투자파트너스,3
케이비인베스트먼트,2
케이비인베스트먼트,3
에스비아이인베스트먼트,3
에스비아이인베스트먼트,3
베이스인베스트먼트,3
베이스인베스트먼트,1
베이스인베스트먼트,3
김기사랩,1
김기사랩,3
엘앤에스벤처캐피털,3
엘앤에스벤처캐피털,1
한국산업은행,3
한국산업은행,3
에스제이투자파트너스,1
에스제이투자파트너스,3
에스제이투자파트너스,3
퀀텀벤처스코리아,3
퀀텀벤처스코리아,3
베이스인베스트먼트,6
베이스인베스트먼트,2
나우아이비캐피탈,3
나우아이비캐피탈,6
베이스인베스트먼트,5
베이스인베스트먼트,5
아이비케이기업은행,3
아이비케이기업은행,5
한국투자파트너스,3
한국투자파트너스,5
우리벤처파트너스,3
우리벤처파트너스,5
알펜루트자산운용,5
알펜루트자산운용,5
캡스톤파트너스,5
캡스톤파트너스,3
베이스인베스트먼트,5
베이스인베스트먼트,5
베이스인베스트먼트,5
케이비인베스트먼트,5
케이비인베스트먼트,5
케이비인베스트먼트,3
신한캐피탈,3
신한캐피탈,5
신한은행,5
신한은행,1
신한은행,5
에이치비인베스트먼트,5
에이치비인베스트먼트,5
에이치비인베스트먼트,5
두나무앤파트너스,5
두나무앤파트너스,5
디에스자산운용,5
디에스자산운용,5
뮤렉스파트너스,5
뮤렉스파트너스,5
뮤렉스파트너스,5
베이스인베스트먼트,3
베이스인베스트먼트,3
패스파인더에이치,3
패스파인더에이치,3
아이비케이기업은행,3
아이비케이기업은행,3
라이트하우스컴바인인베스트,3
라이트하우스컴바인인베스트,3
아주아이비투자,3
아주아이비투자,3
디에스씨인베스트먼트,3
디에스씨인베스트먼트,3
프리미어파트너스,3
프리미어파트너스,3
베이스인베스트먼트,3
베이스인베스트먼트,3
디에스자산운용,3
디에스자산운용,3
코리아오메가투자금융,3
코리아오메가투자금융,3
베이스인베스트먼트,3
베이스인베스트먼트,5
베이스인베스트먼트,5
이에스인베스터,5
이에스인베스터,3
케이티인베스트먼트,5
케이티인베스트먼트,5
디에스자산운용,5
디에스자산운용,5
소프트뱅크벤처스,5
소프트뱅크벤처스,5
소프트뱅크벤처스,3
한국산업은행,3
한국산업은행,5
이앤벤처파트너스,3
이앤벤처파트너스,5
베이스인베스트먼트,2
베이스인베스트먼트,2
슈미트,1
슈미트,2
베이스인베스트먼트,3
베이스인베스트먼트,3
에스브이인베스트먼트,3
에스브이인베스트먼트,3
베이스인베스트먼트,1
베이스인베스트먼트,3
슈미트,1
슈미트,3
세마인베스트먼트,3
세마인베스트먼트,3
뉴패러다임인베스트먼트,1
슈미트,1
슈미트,3
디에스씨인베스트먼트,1
디에스씨인베스트먼트,3
디에스씨인베스트먼트,3
티그리스인베스트먼트,3
티그리스인베스트먼트,3
슈미트,1
슈미트,3
디에스씨인베스트먼트,3
디에스씨인베스트먼트,3
슈미트,5
슈미트,1
아이비케이캐피탈,5
아이비케이캐피탈,3
한국산업은행,5
한국산업은행,5
디에스씨인베스트먼트,3
디에스씨인베스트먼트,5
디에스씨인베스트먼트,5
키움증권,5
키움증권,5
서울투자파트너스,5
서울투자파트너스,3
슈미트,2
슈미트,3
슈미트,3
엘앤에스벤처캐피털,3
엘앤에스벤처캐피털,3
디에스씨인베스트먼트,3
디에스씨인베스트먼트,3
현대자동차,3
현대자동차,3
포스코기술투자,3
포스코기술투자,3
서울투자파트너스,3
서울투자파트너스,3
케이앤투자파트너스,3
케이앤투자파트너스,3
슈미트,1
슈미트,1
슈미트,2
슈미트,2
하나벤처스,2
하나벤처스,2
케이비증권,2
케이비증권,2
유티씨인베스트먼트,2
유티씨인베스트먼트,2
슈미트,2
슈미트,2
매쉬업엔젤스,1
매쉬업엔젤스,2
슈미트,1
슈미트,1
스프링캠프,1
스프링캠프,1
슈미트,1
슈미트,1
슈미트,1
스프링캠프,1
시너지아이비투자,1
탭엔젤파트너스,1
슈미트,1
슈미트,3
한국투자파트너스,3
한국투자파트너스,3
디에스씨인베스트먼트,3
디에스씨인베스트먼트,3
슈미트,1
슈미트,2
슈미트,3
하나벤처스,3
하나벤처스,3
하나벤처스,2
삼성증권,3
삼성증권,3
슈미트,1
슈미트,3
엘에스케이인베스트먼트,3
엘에스케이인베스트먼트,3
코오롱인베스트먼트,3
코오롱인베스트먼트,3
포스코기술투자,3
포스코기술투자,3
슈미트,1
슈미트,3
슈미트,2
한국투자파트너스,2
한국투자파트너스,3
한국투자파트너스,5
메디톡스벤처투자,5
컴퍼니케이파트너스,5
컴퍼니케이파트너스,3
솔리더스인베스트먼트,5
디에스씨인베스트먼트,2
디에스씨인베스트먼트,3
데일리파트너스,5
슈미트,1
슈미트,2
슈미트,3
한국투자파트너스,2
한국투자파트너스,3
한국투자파트너스,3
키움인베스트먼트,3
키움인베스트먼트,3
컴퍼니케이파트너스,3
컴퍼니케이파트너스,3
스틱벤처스,3
스틱벤처스,3
캡스톤파트너스,3
캡스톤파트너스,3
슈미트,1
슈미트,3
슈미트,3
아이비케이기업은행,3
아이비케이기업은행,3
동훈인베스트먼트,1
동훈인베스트먼트,3
슈미트,3
슈미트,3
한국투자파트너스,3
한국투자파트너스,3
한국투자파트너스,2
디에스씨인베스트먼트,2
디에스씨인베스트먼트,3
디에스씨인베스트먼트,3
슈미트,1
슈미트,1
인터베스트,1
인터베스트,1
디에스씨인베스트먼트,1
디에스씨인베스트먼트,1
퀀텀벤처스코리아,1
퀀텀벤처스코리아,1
슈미트,3
신한캐피탈,3
디에스씨인베스트먼트,3
슈미트,5
슈미트,1
마그나인베스트먼트,3
마그나인베스트먼트,5
엘앤에스벤처캐피털,5
엘앤에스벤처캐피털,3
코오롱인베스트먼트,3
코오롱인베스트먼트,3
코오롱인베스트먼트,5
디에스씨인베스트먼트,3
디에스씨인베스트먼트,5
현대자동차,5
현대자동차,3
현대자동차,3
슈미트,1
슈미트,1
디에스씨인베스트먼트,1
디에스씨인베스트먼트,1
슈미트,1
슈미트,1
디에스씨인베스트먼트,1
디에스씨인베스트먼트,1
슈미트,2
슈미트,2
디에스씨인베스트먼트,2
디에스씨인베스트먼트,2
슈미트,3
슈미트,3
패스트인베스트먼트,3
패스트인베스트먼트,1
빅베이슨캐피탈,3
빅베이슨캐피탈,3
뮤렉스파트너스,3
뮤렉스파트너스,3
슈미트,2
슈미트,3
한국벤처투자,2
한국벤처투자,3
슈미트,3
슈미트,1
인터베스트,3
인터베스트,3
케이비인베스트먼트,3
케이비인베스트먼트,3
컴퍼니케이파트너스,3
컴퍼니케이파트너스,3
슈미트,2
슈미트,2
아이비케이기업은행,2
아이비케이기업은행,2
한국투자파트너스,2
한국투자파트너스,2
스톤브릿지벤처스,2
스톤브릿지벤처스,2
이에스인베스터,3
이에스인베스터,3
이에스인베스터,3
이에스인베스터,3
이에스인베스터,3
이에스인베스터,3
이에스인베스터,3
이에스인베스터,3
패스파인더에이치,3
패스파인더에이치,3
패스파인더에이치,3
패스파인더에이치,3
패스파인더에이치,3
패스파인더에이치,3
패스파인더에이치,3
패스파인더에이치,3
케이비인베스트먼트,3
케이비인베스트먼트,3
케이비인베스트먼트,3
케이비인베스트먼트,3
케이비인베스트먼트,3
케이비인베스트먼트,3
케이비인베스트먼트,3
케이비인베스트먼트,3
에스엘인베스트먼트,3
에스엘인베스트먼트,3
에스엘인베스트먼트,3
에스엘인베스트먼트,3
에스엘인베스트먼트,3
에스엘인베스트먼트,3
에스엘인베스트먼트,3
에스엘인베스트먼트,3
엔에이치엔인베스트먼트,3
엔에이치엔인베스트먼트,3
엔에이치엔인베스트먼트,3
엔에이치엔인베스트먼트,3
엔에이치엔인베스트먼트,3
엔에이치엔인베스트먼트,3
엔에이치엔인베스트먼트,3
엔에이치엔인베스트먼트,3
이에스인베스터,3
이에스인베스터,3
이에스인베스터,2
이에스인베스터,3
이에스인베스터,3
아이비케이기업은행,3
아이비케이기업은행,3
인라이트벤처스,3
인라이트벤처스,3
인라이트벤처스,3
인라이트벤처스,2
메디치인베스트먼트,2
메디치인베스트먼트,3
메디치인베스트먼트,3
이에스인베스터,5
이에스인베스터,3
비엔케이벤처투자,5
비엔케이벤처투자,5
우리은행,5
우리은행,5
포스코기술투자,3
포스코기술투자,5
캡스톤파트너스,1
캡스톤파트너스,3
캡스톤파트너스,5
캡스톤파트너스,5
서울투자파트너스,5
서울투자파트너스,3
이에스인베스터,3
이에스인베스터,3
유티씨인베스트먼트,3
유티씨인베스트먼트,3
에스제이투자파트너스,3
에스제이투자파트너스,3
스틱벤처스,3
스틱벤처스,3
이에스인베스터,3
이에스인베스터,3
이에스인베스터,1
패스파인더에이치,1
패스파인더에이치,3
케이앤투자파트너스,3
케이앤투자파트너스,3
케이앤투자파트너스,1
이에스인베스터,3
이에스인베스터,5
한국투자파트너스,3
한국투자파트너스,5
한국투자파트너스,5
파트너스인베스트먼트,5
파트너스인베스트먼트,5
이에스인베스터,3
매쉬업엔젤스,1
매쉬업엔젤스,3
파트너스인베스트먼트,3
파트너스인베스트먼트,3
아이비케이캐피탈,3
아이비케이캐피탈,3
엘앤에스벤처캐피털,3
이에스인베스터,5
이에스인베스터,3
본엔젤스벤처파트너스,2
본엔젤스벤처파트너스,5
에이치비인베스트먼트,3
에이치비인베스트먼트,5
에이치비인베스트먼트,5
파트너스인베스트먼트,3
파트너스인베스트먼트,5
파트너스인베스트먼트,5
케이브릿지인베스트먼트,2
케이브릿지인베스트먼트,5
에스비파트너스,3
에스비파트너스,5
에스비파트너스,5
엔에이치투자증권,5
엔에이치투자증권,5
이에스인베스터,5
이에스인베스터,2
나이스투자파트너스,5
케이비증권,2
케이비증권,2
케이비증권,3
케이비증권,5
와디즈파트너스,2
와디즈파트너스,5
에스제이투자파트너스,2
에스제이투자파트너스,5
에스제이투자파트너스,2
에스제이투자파트너스,5
에스제이투자파트너스,3
크립톤,5
크립톤,1
티에스인베스트먼트,3
티에스인베스트먼트,5
이에스인베스터,6
이에스인베스터,6
매쉬업엔젤스,6
세마인베스트먼트,6
세마인베스트먼트,6
세마인베스트먼트,5
동문파트너즈,6
동문파트너즈,3
캡스톤파트너스,6
캡스톤파트너스,5
캡스톤파트너스,3
캡스톤파트너스,6
티에스인베스트먼트,6
티에스인베스트먼트,6
코로프라넥스트,6
코로프라넥스트,6
이에스인베스터,6
이에스인베스터,5
알토스벤처스,3
알토스벤처스,5
알토스벤처스,6
하나금융지주,6
하나금융지주,6
한국산업은행,6
한국산업은행,6
한국산업은행,5
넥스트지인베스트먼트,5
넥스트지인베스트먼트,6
이수창업투자,6
이수창업투자,6
(구)넥스트지인베스트먼트,6
(구)넥스트지인베스트먼트,6
이에스인베스터,5
이에스인베스터,6
신한은행,6
신한은행,6
소프트뱅크벤처스,3
소프트뱅크벤처스,6
한국산업은행,6
한국산업은행,6
우리벤처파트너스,6
우리벤처파트너스,5
컴퍼니케이파트너스,6
컴퍼니케이파트너스,5
컴퍼니케이파트너스,6
에스비아이인베스트먼트,6
에스비아이인베스트먼트,6
엘비인베스트먼트,5
엘비인베스트먼트,6
엘비인베스트먼트,6
포스코기술투자,5
포스코기술투자,6
이에스인베스터,5
매쉬업엔젤스,1
한국벤처투자,1
소프트뱅크벤처스,5
소프트뱅크벤처스,3
우리벤처파트너스,3
에이지인베스트먼트,5
이에스인베스터,5
이에스인베스터,5
레오파트너스인베스트먼트,5
레오파트너스인베스트먼트,5
동문파트너즈,2
동문파트너즈,5
한국산업은행,3
한국산업은행,5
디에스씨인베스트먼트,5
디에스씨인베스트먼트,2
송현인베스트먼트,5
송현인베스트먼트,2
에이지인베스트먼트,5
에이지인베스트먼트,5
이에스인베스터,3
이에스인베스터,3
케이비인베스트먼트,2
케이비인베스트먼트,3
케이비인베스트먼트,3
카이트창업가재단,2
카이트창업가재단,3
패스파인더에이치,3
패스파인더에이치,3
신한캐피탈,3
신한캐피탈,3
에이치비인베스트먼트,3
에이치비인베스트먼트,3
키움인베스트먼트,3
키움인베스트먼트,3
뉴패러다임인베스트먼트,1
뉴패러다임인베스트먼트,3
현대기술투자,3
현대기술투자,3
패스파인더에이치,3
패스파인더에이치,3
한국투자파트너스,3
한국투자파트너스,3
한국과학기술지주,1
한국과학기술지주,3
세마인베스트먼트,3
세마인베스트먼트,3
아이비케이캐피탈,3
아이비케이캐피탈,3
하랑기술투자,3
하랑기술투자,3
패스파인더에이치,3
패스파인더에이치,3
마그나인베스트먼트,2
마그나인베스트먼트,3
서울산업진흥원,3
서울산업진흥원,3
고려대학교기술지주회사,1
고려대학교기술지주회사,3
패스파인더에이치,5
패스파인더에이치,5
패스파인더에이치,3
마그나인베스트먼트,5
마그나인베스트먼트,3
마그나인베스트먼트,5
신한캐피탈,5
신한캐피탈,3
신한캐피탈,5
신한은행,3
신한은행,5
엘앤에스벤처캐피털,5
엘앤에스벤처캐피털,3
동문파트너즈,5
동문파트너즈,3
디에스자산운용,5
디에스자산운용,5
한국산업은행,5
한국산업은행,5
타임폴리오자산운용,5
타임폴리오자산운용,5
에스제이투자파트너스,5
에스제이투자파트너스,5
캡스톤파트너스,1
캡스톤파트너스,3
캡스톤파트너스,5
캡스톤파트너스,5
패스파인더에이치,2
코맥스벤처러스,2
세마인베스트먼트,2
패스파인더에이치,5
패스파인더에이치,5
패스파인더에이치,5
패스파인더에이치,5
패스파인더에이치,5
패스파인더에이치,5
패스파인더에이치,5
패스파인더에이치,5
한국투자파트너스,5
한국투자파트너스,5
한국투자파트너스,3
한국투자파트너스,3
한국투자파트너스,2
한국투자파트너스,2
한국투자파트너스,5
한국투자파트너스,5
한국투자파트너스,3
한국투자파트너스,3
한국투자파트너스,2
한국투자파트너스,2
신한은행,5
신한은행,5
신한은행,5
신한은행,5
신한은행,5
신한은행,5
신한은행,5
신한은행,5
파트너스인베스트먼트,3
파트너스인베스트먼트,3
파트너스인베스트먼트,5
파트너스인베스트먼트,5
파트너스인베스트먼트,5
파트너스인베스트먼트,5
파트너스인베스트먼트,3
파트너스인베스트먼트,3
파트너스인베스트먼트,5
파트너스인베스트먼트,5
파트너스인베스트먼트,5
파트너스인베스트먼트,5
액트너랩,5
액트너랩,5
액트너랩,1
액트너랩,1
액트너랩,5
액트너랩,5
액트너랩,1
액트너랩,1
현대투자파트너스,5
현대투자파트너스,5
현대투자파트너스,5
현대투자파트너스,5
현대투자파트너스,5
현대투자파트너스,5
현대투자파트너스,5
현대투자파트너스,5
패스파인더에이치,3
패스파인더에이치,5
패스파인더에이치,5
중소벤처기업진흥공단,5
중소벤처기업진흥공단,2
코맥스벤처러스,2
코맥스벤처러스,5
로우파트너스,2
로우파트너스,5
휴맥스,3
휴맥스,5
아이비케이캐피탈,5
아이비케이캐피탈,5
메디치인베스트먼트,5
메디치인베스트먼트,5
패스파인더에이치,3
패스파인더에이치,3
기술보증기금,3
기술보증기금,3
키움인베스트먼트,3
키움인베스트먼트,3
케이클라비스인베스트먼트,3
케이클라비스인베스트먼트,3
코리아에셋투자증권,3
코리아에셋투자증권,3
한국성장금융투자운용,3
한국성장금융투자운용,3
티에스인베스트먼트,3
티에스인베스트먼트,3
티에스인베스트먼트,3
패스파인더에이치,5
패스파인더에이치,5
케이비인베스트먼트,5
케이비인베스트먼트,5
알토스벤처스,5
알토스벤처스,3
알토스벤처스,5
케이티인베스트먼트,5
케이티인베스트먼트,5
우리벤처파트너스,3
우리벤처파트너스,2
우리벤처파트너스,5
알바트로스인베스트먼트,5
알바트로스인베스트먼트,5
현대투자파트너스,5
현대투자파트너스,5
패스파인더에이치,5
보광인베스트먼트,3
보광인베스트먼트,5
디티앤인베스트먼트,5
디티앤인베스트먼트,5
패스파인더에이치,3
패스파인더에이치,3
하나벤처스,3
하나벤처스,3
보광인베스트먼트,3
보광인베스트먼트,3
코오롱인베스트먼트,3
코오롱인베스트먼트,3
에이벤처스,3
에이벤처스,3
티에스인베스트먼트,3
티에스인베스트먼트,3
패스파인더에이치,5
패스파인더에이치,5
패스파인더에이치,3
아이비케이기업은행,5
아이비케이기업은행,3
케이비인베스트먼트,5
케이비인베스트먼트,3
현대기술투자,3
현대기술투자,5
현대기술투자,5
비에스케이인베스트먼트,5
비에스케이인베스트먼트,5
코리아에셋투자증권,5
코리아에셋투자증권,5
코리아에셋투자증권,3
스틱벤처스,5
스틱벤처스,5
신한벤처투자,5
신한벤처투자,5
얼머스인베스트먼트,5
얼머스인베스트먼트,5
얼머스인베스트먼트,3
패스파인더에이치,5
패스파인더에이치,5
케이비인베스트먼트,3
케이비인베스트먼트,5
한국벤처투자,5
한국벤처투자,5
티인베스트먼트,3
티인베스트먼트,5
엘에스케이인베스트먼트,2
엘에스케이인베스트먼트,5
엘앤에스벤처캐피털,5
엘앤에스벤처캐피털,5
포스코기술투자,5
포스코기술투자,3
유안타인베스트먼트,5
유안타인베스트먼트,5
비엔에이치인베스트먼트,5
비엔에이치인베스트먼트,3
비엔에이치인베스트먼트,2
패스파인더에이치,2
패스파인더에이치,2
신용보증기금,1
신용보증기금,2
패스파인더에이치,3
패스파인더에이치,3
패스파인더에이치,2
패스파인더에이치,2
패스파인더에이치,5
패스파인더에이치,3
미래에셋벤처투자,3
미래에셋벤처투자,5
대덕벤처파트너스,5
대덕벤처파트너스,3
대덕벤처파트너스,5
아주아이비투자,5
아주아이비투자,5
보광인베스트먼트,5
보광인베스트먼트,3
비에스케이인베스트먼트,5
비에스케이인베스트먼트,5
비에스케이인베스트먼트,3
지앤텍벤처투자,5
지앤텍벤처투자,3
신한벤처투자,3
신한벤처투자,5
신한벤처투자,5
이앤벤처파트너스,5
이앤벤처파트너스,3
경기창조경제혁신센터,1
경기창조경제혁신센터,1
킹고스프링,1
킹고스프링,1
경기창조경제혁신센터,2
경기창조경제혁신센터,2
대덕벤처파트너스,2
대덕벤처파트너스,2
경기창조경제혁신센터,1
엔슬파트너스,1
경기창조경제혁신센터,1
경기창조경제혁신센터,1
킹고스프링,1
킹고스프링,1
아이비케이기업은행,5
아이비케이기업은행,5
케이비인베스트먼트,5
케이비인베스트먼트,5
에이치비인베스트먼트,5
에이치비인베스트먼트,5
하나금융지주,3
하나금융지주,5
하나금융지주,5
유진증권,5
유진증권,5
유진증권,3
하나벤처스,3
하나벤처스,5
하나벤처스,5
아주아이비투자,5
아주아이비투자,5
고려대학교기술지주회사,5
고려대학교기술지주회사,5
한국산업은행,5
한국산업은행,5
디에스씨인베스트먼트,5
디에스씨인베스트먼트,5
디에스씨인베스트먼트,3
한국투자증권,5
한국투자증권,5
아이비케이기업은행,6
아이비케이기업은행,6
에스케이증권,6
에스케이증권,6
메디톡스벤처투자,5
메디톡스벤처투자,6
유한양행,5
유한양행,6
한국산업은행,6
한국산업은행,6
한국산업은행,5
우리벤처파트너스,6
우리벤처파트너스,3
케이클라비스인베스트먼트,5
케이클라비스인베스트먼트,6
포스코기술투자,5
포스코기술투자,6
포스코기술투자,6
이노폴리스파트너스,3
이노폴리스파트너스,6
한국투자증권,6
한국투자증권,6
원익투자파트너스,3
원익투자파트너스,6
티에스인베스트먼트,3
티에스인베스트먼트,5
티에스인베스트먼트,6
티에스인베스트먼트,6
아이비케이기업은행,3
아이비케이기업은행,3
한국벤처투자,3
한국벤처투자,3
한국산업은행,3
한국산업은행,3
에스브이인베스트먼트,3
에스브이인베스트먼트,3
에스제이투자파트너스,3
에스제이투자파트너스,3
캡스톤파트너스,3
캡스톤파트너스,1
캡스톤파트너스,3
캡스톤파트너스,3
대경인베스트먼트,3
대경인베스트먼트,3
아이비케이기업은행,1
아이비케이기업은행,3
아이비케이기업은행,3
엔에이치엔인베스트먼트,1
엔에이치엔인베스트먼트,2
엔에이치엔인베스트먼트,3
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
아이비케이기업은행,2
매쉬업엔젤스,1
매쉬업엔젤스,2
신용보증기금,2
신용보증기금,2
캡스톤파트너스,2
캡스톤파트너스,2
아이비케이기업은행,2
아이비케이기업은행,2
매쉬업엔젤스,1
매쉬업엔젤스,2
동문파트너즈,2
동문파트너즈,2
빅베이슨캐피탈,1
